epoch,train_loss,val_loss
1,0.019213015213608742,0.020602934062480927
2,0.014820843935012817,0.015640750527381897
3,0.0142661202698946,0.014406007714569569
4,0.014048667624592781,0.014355722814798355
5,0.01372924167662859,0.014264704659581184
6,0.01355854980647564,0.013939844444394112
7,0.013441285118460655,0.014516537077724934
8,0.013278278522193432,0.014153657481074333
9,0.013157913461327553,0.014706459827721119
10,0.013122297823429108,0.013742690905928612
11,0.012993003241717815,0.014068624004721642
12,0.012903113849461079,0.015208715572953224
13,0.012850540690124035,0.014965737238526344
14,0.012715434655547142,0.014453699812293053
15,0.012631803750991821,0.01468786783516407
16,0.012529704719781876,0.019519122317433357
17,0.01245972327888012,0.013551103882491589
18,0.0123924370855093,0.014225567691028118
19,0.01230078749358654,0.01595674827694893
20,0.012234578840434551,0.0139028150588274
21,0.012129945680499077,0.013695918954908848
22,0.012086799368262291,0.01440778560936451
23,0.01199930440634489,0.01392451487481594
24,0.011975959874689579,0.015222177840769291
25,0.011891314759850502,0.015521623194217682
26,0.011808332987129688,0.013904664665460587
27,0.011751528829336166,0.01525834109634161
28,0.011704297736287117,0.014620073139667511
29,0.011654076166450977,0.01698889397084713
30,0.011588728055357933,0.014484379440546036
