epoch,train_loss,val_loss
1,0.030719144269824028,0.034218929708004
2,0.021584494039416313,0.031022094190120697
3,0.018977636471390724,0.03400392830371857
4,0.017087992280721664,0.040974270552396774
5,0.015995396301150322,0.04388314113020897
6,0.015351132489740849,0.030923590064048767
7,0.015011560171842575,0.0322963185608387
8,0.014166900888085365,0.030591588467359543
9,0.013960103504359722,0.029918616637587547
10,0.01339125819504261,0.026245562359690666
11,0.013133806176483631,0.024452580139040947
12,0.012771422043442726,0.02647409960627556
13,0.01246706023812294,0.02639611065387726
14,0.012303960509598255,0.024941254407167435
15,0.012245847843587399,0.025950133800506592
16,0.012083081528544426,0.024700354784727097
17,0.011721133254468441,0.024135075509548187
18,0.011844038031995296,0.02293357625603676
19,0.011752563528716564,0.021789001300930977
20,0.011560534127056599,0.02069251425564289
21,0.011528456583619118,0.017169397324323654
22,0.011405441910028458,0.016821449622511864
23,0.011613111011683941,0.014815582893788815
24,0.011602998711168766,0.018453525379300117
25,0.011496467515826225,0.0172650795429945
26,0.011253058910369873,0.014455197378993034
27,0.011301061138510704,0.014957131817936897
28,0.011415504850447178,0.01686696708202362
29,0.011263717897236347,0.01361010130494833
30,0.011186315678060055,0.013461194932460785
31,0.011241648346185684,0.013085201382637024
32,0.011071978136897087,0.014178559184074402
33,0.010940433479845524,0.016007019206881523
34,0.010843469761312008,0.013147355988621712
35,0.010873419232666492,0.01311475969851017
36,0.010798363015055656,0.014894252642989159
37,0.010873684659600258,0.01327498722821474
38,0.010844992473721504,0.012812010943889618
39,0.010802836157381535,0.013126082718372345
40,0.010847440920770168,0.013009261339902878
41,0.010799413546919823,0.012706146575510502
42,0.010850072838366032,0.012812101282179356
43,0.010778303258121014,0.013671244494616985
44,0.010724506340920925,0.014190628193318844
45,0.010813411325216293,0.01312644686549902
46,0.010724901221692562,0.013216211460530758
47,0.010646871291100979,0.01318348292261362
48,0.010629825294017792,0.013011613860726357
49,0.010778152383863926,0.01342108566313982
50,0.010606324300169945,0.01324682217091322
51,0.010563282296061516,0.014548161067068577
52,0.010531643405556679,0.013343525119125843
53,0.010603946633636951,0.014503839425742626
54,0.010652612894773483,0.013456436805427074
55,0.010689612478017807,0.013582192361354828
56,0.010694770142436028,0.014236805029213428
57,0.010549437254667282,0.012784143909811974
58,0.010457652620971203,0.012875310145318508
59,0.010498294606804848,0.013867370784282684
60,0.010724666528403759,0.01408029068261385
61,0.010567120276391506,0.012887109071016312
62,0.010495000518858433,0.01281927153468132
63,0.010468474589288235,0.013587013818323612
64,0.010447045788168907,0.012833691202104092
65,0.010548490099608898,0.014750364236533642
66,0.0104677127674222,0.013304973021149635
67,0.010567550547420979,0.01391118299216032
68,0.01054389774799347,0.013219938613474369
69,0.01045649591833353,0.012660056352615356
70,0.010603806935250759,0.013286280445754528
71,0.010494603775441647,0.01308753713965416
72,0.010578720830380917,0.013325370848178864
73,0.010568248108029366,0.013765817508101463
74,0.01058651227504015,0.012593398801982403
75,0.010386038571596146,0.013203509151935577
76,0.0104534812271595,0.013194961473345757
77,0.010442869737744331,0.013292292132973671
78,0.010464866645634174,0.01289860438555479
79,0.010430854745209217,0.012924891896545887
80,0.010291637852787971,0.01255358848720789
